Airport.Code,Airport.Name,Time.Year,Statistics.Flights.Cancelled
LAX,"Los Angeles, CA: Los Angeles International",2013,347
LGA,"New York, NY: LaGuardia",2013,480
MCO,"Orlando, FL: Orlando International",2013,72
MDW,"Chicago, IL: Chicago Midway International",2013,40
MIA,"Miami, FL: Miami International",2013,63
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013,192
ORD,"Chicago, IL: Chicago O'Hare International",2013,541
PDX,"Portland, OR: Portland International",2013,41
PHL,"Philadelphia, PA: Philadelphia International",2013,130
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013,160
SAN,"San Diego, CA: San Diego International",2013,104
SEA,"Seattle, WA: Seattle/Tacoma International",2013,46
SFO,"San Francisco, CA: San Francisco International",2013,862
SLC,"Salt Lake City, UT: Salt Lake City International",2013,62
TPA,"Tampa, FL: Tampa International",2013,29
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013,213
BOS,"Boston, MA: Logan International",2013,55
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013,19
CLT,"Charlotte, NC: Charlotte Douglas International",2013,122
DCA,"Washington, DC: Ronald Reagan Washington National",2013,87
DEN,"Denver, CO: Denver International",2013,112
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013,362
DTW,"Detroit, MI: Detroit Metro Wayne County",2013,157
EWR,"Newark, NJ: Newark Liberty International",2013,200
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013,10
IAD,"Washington, DC: Washington Dulles International",2013,119
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013,143
JFK,"New York, NY: John F. Kennedy International",2013,97
LAS,"Las Vegas, NV: McCarran International",2013,45
LAX,"Los Angeles, CA: Los Angeles International",2013,188
LGA,"New York, NY: LaGuardia",2013,230
MCO,"Orlando, FL: Orlando International",2013,22
MDW,"Chicago, IL: Chicago Midway International",2013,17
MIA,"Miami, FL: Miami International",2013,23
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013,69
ORD,"Chicago, IL: Chicago O'Hare International",2013,516
PDX,"Portland, OR: Portland International",2013,13
PHL,"Philadelphia, PA: Philadelphia International",2013,56
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013,113
SAN,"San Diego, CA: San Diego International",2013,59
SEA,"Seattle, WA: Seattle/Tacoma International",2013,24
SFO,"San Francisco, CA: San Francisco International",2013,322
SLC,"Salt Lake City, UT: Salt Lake City International",2013,75
TPA,"Tampa, FL: Tampa International",2013,4
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013,98
BOS,"Boston, MA: Logan International",2013,73
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013,78
CLT,"Charlotte, NC: Charlotte Douglas International",2013,116
DCA,"Washington, DC: Ronald Reagan Washington National",2013,79
DEN,"Denver, CO: Denver International",2013,71
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013,223
DTW,"Detroit, MI: Detroit Metro Wayne County",2013,101
EWR,"Newark, NJ: Newark Liberty International",2013,164
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013,11
IAD,"Washington, DC: Washington Dulles International",2013,107
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013,115
JFK,"New York, NY: John F. Kennedy International",2013,108
LAS,"Las Vegas, NV: McCarran International",2013,30
LAX,"Los Angeles, CA: Los Angeles International",2013,173
LGA,"New York, NY: LaGuardia",2013,238
MCO,"Orlando, FL: Orlando International",2013,18
MDW,"Chicago, IL: Chicago Midway International",2013,14
MIA,"Miami, FL: Miami International",2013,22
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013,57
ORD,"Chicago, IL: Chicago O'Hare International",2013,542
PDX,"Portland, OR: Portland International",2013,17
PHL,"Philadelphia, PA: Philadelphia International",2013,53
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013,95
SAN,"San Diego, CA: San Diego International",2013,55
SEA,"Seattle, WA: Seattle/Tacoma International",2013,26
SFO,"San Francisco, CA: San Francisco International",2013,193
SLC,"Salt Lake City, UT: Salt Lake City International",2013,33
TPA,"Tampa, FL: Tampa International",2013,4
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013,79
BOS,"Boston, MA: Logan International",2013,31
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013,14
CLT,"Charlotte, NC: Charlotte Douglas International",2013,136
DCA,"Washington, DC: Ronald Reagan Washington National",2013,46
DEN,"Denver, CO: Denver International",2013,105
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013,193
DTW,"Detroit, MI: Detroit Metro Wayne County",2013,70
EWR,"Newark, NJ: Newark Liberty International",2013,103
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013,7
IAD,"Washington, DC: Washington Dulles International",2013,56
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013,77
JFK,"New York, NY: John F. Kennedy International",2013,39
LAS,"Las Vegas, NV: McCarran International",2013,23
LAX,"Los Angeles, CA: Los Angeles International",2013,139
LGA,"New York, NY: LaGuardia",2013,121
MCO,"Orlando, FL: Orlando International",2013,6
MDW,"Chicago, IL: Chicago Midway International",2013,5
MIA,"Miami, FL: Miami International",2013,13
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013,78
ORD,"Chicago, IL: Chicago O'Hare International",2013,293
PDX,"Portland, OR: Portland International",2013,28
PHL,"Philadelphia, PA: Philadelphia International",2013,30
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013,73
SAN,"San Diego, CA: San Diego International",2013,49
SEA,"Seattle, WA: Seattle/Tacoma International",2013,24
SFO,"San Francisco, CA: San Francisco International",2013,215
SLC,"Salt Lake City, UT: Salt Lake City International",2013,33
TPA,"Tampa, FL: Tampa International",2013,3
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013,102
BOS,"Boston, MA: Logan International",2013,55
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013,19
CLT,"Charlotte, NC: Charlotte Douglas International",2013,158
DCA,"Washington, DC: Ronald Reagan Washington National",2013,55
DEN,"Denver, CO: Denver International",2013,148
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013,710
DTW,"Detroit, MI: Detroit Metro Wayne County",2013,110
EWR,"Newark, NJ: Newark Liberty International",2013,107
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013,20
IAD,"Washington, DC: Washington Dulles International",2013,48
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013,126
JFK,"New York, NY: John F. Kennedy International",2013,53
LAS,"Las Vegas, NV: McCarran International",2013,81
LAX,"Los Angeles, CA: Los Angeles International",2013,280
LGA,"New York, NY: LaGuardia",2013,126
MCO,"Orlando, FL: Orlando International",2013,26
MDW,"Chicago, IL: Chicago Midway International",2013,12
MIA,"Miami, FL: Miami International",2013,15
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013,61
ORD,"Chicago, IL: Chicago O'Hare International",2013,441
PDX,"Portland, OR: Portland International",2013,30
PHL,"Philadelphia, PA: Philadelphia International",2013,49
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013,122
SAN,"San Diego, CA: San Diego International",2013,99
SEA,"Seattle, WA: Seattle/Tacoma International",2013,36
SFO,"San Francisco, CA: San Francisco International",2013,182
SLC,"Salt Lake City, UT: Salt Lake City International",2013,42
TPA,"Tampa, FL: Tampa International",2013,6
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2013,354
BOS,"Boston, MA: Logan International",2013,223
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2013,111
CLT,"Charlotte, NC: Charlotte Douglas International",2013,205
DCA,"Washington, DC: Ronald Reagan Washington National",2013,208
DEN,"Denver, CO: Denver International",2013,374
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2013,2685
DTW,"Detroit, MI: Detroit Metro Wayne County",2013,204
EWR,"Newark, NJ: Newark Liberty International",2013,527
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2013,73
IAD,"Washington, DC: Washington Dulles International",2013,282
IAH,"Houston, TX: George Bush Intercontinental/Houston",2013,373
JFK,"New York, NY: John F. Kennedy International",2013,189
LAS,"Las Vegas, NV: McCarran International",2013,97
LAX,"Los Angeles, CA: Los Angeles International",2013,230
LGA,"New York, NY: LaGuardia",2013,376
MCO,"Orlando, FL: Orlando International",2013,116
MDW,"Chicago, IL: Chicago Midway International",2013,60
MIA,"Miami, FL: Miami International",2013,102
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2013,208
ORD,"Chicago, IL: Chicago O'Hare International",2013,1211
PDX,"Portland, OR: Portland International",2013,54
PHL,"Philadelphia, PA: Philadelphia International",2013,195
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2013,167
SAN,"San Diego, CA: San Diego International",2013,99
SEA,"Seattle, WA: Seattle/Tacoma International",2013,55
SFO,"San Francisco, CA: San Francisco International",2013,245
SLC,"Salt Lake City, UT: Salt Lake City International",2013,283
TPA,"Tampa, FL: Tampa International",2013,61
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,2532
BOS,"Boston, MA: Logan International",2014,707
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,426
CLT,"Charlotte, NC: Charlotte Douglas International",2014,428
DCA,"Washington, DC: Ronald Reagan Washington National",2014,394
DEN,"Denver, CO: Denver International",2014,788
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,779
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,591
EWR,"Newark, NJ: Newark Liberty International",2014,1109
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,310
IAD,"Washington, DC: Washington Dulles International",2014,453
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,1252
JFK,"New York, NY: John F. Kennedy International",2014,774
LAS,"Las Vegas, NV: McCarran International",2014,213
LAX,"Los Angeles, CA: Los Angeles International",2014,479
LGA,"New York, NY: LaGuardia",2014,1023
MCO,"Orlando, FL: Orlando International",2014,405
MDW,"Chicago, IL: Chicago Midway International",2014,958
MIA,"Miami, FL: Miami International",2014,246
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,365
ORD,"Chicago, IL: Chicago O'Hare International",2014,3680
PDX,"Portland, OR: Portland International",2014,100
PHL,"Philadelphia, PA: Philadelphia International",2014,384
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,251
SAN,"San Diego, CA: San Diego International",2014,186
SEA,"Seattle, WA: Seattle/Tacoma International",2014,141
SFO,"San Francisco, CA: San Francisco International",2014,451
SLC,"Salt Lake City, UT: Salt Lake City International",2014,162
TPA,"Tampa, FL: Tampa International",2014,226
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,2319
BOS,"Boston, MA: Logan International",2014,593
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,460
CLT,"Charlotte, NC: Charlotte Douglas International",2014,809
DCA,"Washington, DC: Ronald Reagan Washington National",2014,488
DEN,"Denver, CO: Denver International",2014,443
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,1382
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,282
EWR,"Newark, NJ: Newark Liberty International",2014,1319
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,218
IAD,"Washington, DC: Washington Dulles International",2014,481
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,573
JFK,"New York, NY: John F. Kennedy International",2014,481
LAS,"Las Vegas, NV: McCarran International",2014,171
LAX,"Los Angeles, CA: Los Angeles International",2014,408
LGA,"New York, NY: LaGuardia",2014,1081
MCO,"Orlando, FL: Orlando International",2014,289
MDW,"Chicago, IL: Chicago Midway International",2014,444
MIA,"Miami, FL: Miami International",2014,226
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,261
ORD,"Chicago, IL: Chicago O'Hare International",2014,1518
PDX,"Portland, OR: Portland International",2014,102
PHL,"Philadelphia, PA: Philadelphia International",2014,422
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,195
SAN,"San Diego, CA: San Diego International",2014,123
SEA,"Seattle, WA: Seattle/Tacoma International",2014,88
SFO,"San Francisco, CA: San Francisco International",2014,719
SLC,"Salt Lake City, UT: Salt Lake City International",2014,122
TPA,"Tampa, FL: Tampa International",2014,195
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,341
BOS,"Boston, MA: Logan International",2014,191
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,221
CLT,"Charlotte, NC: Charlotte Douglas International",2014,172
DCA,"Washington, DC: Ronald Reagan Washington National",2014,384
DEN,"Denver, CO: Denver International",2014,291
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,713
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,193
EWR,"Newark, NJ: Newark Liberty International",2014,381
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,60
IAD,"Washington, DC: Washington Dulles International",2014,310
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,364
JFK,"New York, NY: John F. Kennedy International",2014,180
LAS,"Las Vegas, NV: McCarran International",2014,79
LAX,"Los Angeles, CA: Los Angeles International",2014,236
LGA,"New York, NY: LaGuardia",2014,324
MCO,"Orlando, FL: Orlando International",2014,87
MDW,"Chicago, IL: Chicago Midway International",2014,113
MIA,"Miami, FL: Miami International",2014,105
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,98
ORD,"Chicago, IL: Chicago O'Hare International",2014,860
PDX,"Portland, OR: Portland International",2014,24
PHL,"Philadelphia, PA: Philadelphia International",2014,145
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,114
SAN,"San Diego, CA: San Diego International",2014,69
SEA,"Seattle, WA: Seattle/Tacoma International",2014,41
SFO,"San Francisco, CA: San Francisco International",2014,275
SLC,"Salt Lake City, UT: Salt Lake City International",2014,74
TPA,"Tampa, FL: Tampa International",2014,64
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,143
BOS,"Boston, MA: Logan International",2014,65
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,24
CLT,"Charlotte, NC: Charlotte Douglas International",2014,80
DCA,"Washington, DC: Ronald Reagan Washington National",2014,109
DEN,"Denver, CO: Denver International",2014,151
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,291
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,75
EWR,"Newark, NJ: Newark Liberty International",2014,468
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,39
IAD,"Washington, DC: Washington Dulles International",2014,88
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,172
JFK,"New York, NY: John F. Kennedy International",2014,121
LAS,"Las Vegas, NV: McCarran International",2014,63
LAX,"Los Angeles, CA: Los Angeles International",2014,160
LGA,"New York, NY: LaGuardia",2014,195
MCO,"Orlando, FL: Orlando International",2014,43
MDW,"Chicago, IL: Chicago Midway International",2014,27
MIA,"Miami, FL: Miami International",2014,36
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,91
ORD,"Chicago, IL: Chicago O'Hare International",2014,536
PDX,"Portland, OR: Portland International",2014,19
PHL,"Philadelphia, PA: Philadelphia International",2014,49
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,117
SAN,"San Diego, CA: San Diego International",2014,57
SEA,"Seattle, WA: Seattle/Tacoma International",2014,20
SFO,"San Francisco, CA: San Francisco International",2014,202
SLC,"Salt Lake City, UT: Salt Lake City International",2014,39
TPA,"Tampa, FL: Tampa International",2014,16
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,172
BOS,"Boston, MA: Logan International",2014,141
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,66
CLT,"Charlotte, NC: Charlotte Douglas International",2014,139
DCA,"Washington, DC: Ronald Reagan Washington National",2014,138
DEN,"Denver, CO: Denver International",2014,412
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,756
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,125
EWR,"Newark, NJ: Newark Liberty International",2014,515
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,52
IAD,"Washington, DC: Washington Dulles International",2014,180
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,477
JFK,"New York, NY: John F. Kennedy International",2014,154
LAS,"Las Vegas, NV: McCarran International",2014,75
LAX,"Los Angeles, CA: Los Angeles International",2014,201
LGA,"New York, NY: LaGuardia",2014,350
MCO,"Orlando, FL: Orlando International",2014,94
MDW,"Chicago, IL: Chicago Midway International",2014,109
MIA,"Miami, FL: Miami International",2014,66
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,79
ORD,"Chicago, IL: Chicago O'Hare International",2014,1188
PDX,"Portland, OR: Portland International",2014,31
PHL,"Philadelphia, PA: Philadelphia International",2014,58
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,109
SAN,"San Diego, CA: San Diego International",2014,73
SEA,"Seattle, WA: Seattle/Tacoma International",2014,29
SFO,"San Francisco, CA: San Francisco International",2014,227
SLC,"Salt Lake City, UT: Salt Lake City International",2014,55
TPA,"Tampa, FL: Tampa International",2014,37
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,160
BOS,"Boston, MA: Logan International",2014,141
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,78
CLT,"Charlotte, NC: Charlotte Douglas International",2014,104
DCA,"Washington, DC: Ronald Reagan Washington National",2014,126
DEN,"Denver, CO: Denver International",2014,232
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,628
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,125
EWR,"Newark, NJ: Newark Liberty International",2014,357
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,57
IAD,"Washington, DC: Washington Dulles International",2014,163
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,507
JFK,"New York, NY: John F. Kennedy International",2014,134
LAS,"Las Vegas, NV: McCarran International",2014,77
LAX,"Los Angeles, CA: Los Angeles International",2014,238
LGA,"New York, NY: LaGuardia",2014,358
MCO,"Orlando, FL: Orlando International",2014,86
MDW,"Chicago, IL: Chicago Midway International",2014,69
MIA,"Miami, FL: Miami International",2014,52
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,110
ORD,"Chicago, IL: Chicago O'Hare International",2014,1496
PDX,"Portland, OR: Portland International",2014,21
PHL,"Philadelphia, PA: Philadelphia International",2014,140
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,147
SAN,"San Diego, CA: San Diego International",2014,73
SEA,"Seattle, WA: Seattle/Tacoma International",2014,35
SFO,"San Francisco, CA: San Francisco International",2014,501
SLC,"Salt Lake City, UT: Salt Lake City International",2014,60
TPA,"Tampa, FL: Tampa International",2014,36
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,146
BOS,"Boston, MA: Logan International",2014,181
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,92
CLT,"Charlotte, NC: Charlotte Douglas International",2014,135
DCA,"Washington, DC: Ronald Reagan Washington National",2014,170
DEN,"Denver, CO: Denver International",2014,247
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,594
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,131
EWR,"Newark, NJ: Newark Liberty International",2014,477
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,64
IAD,"Washington, DC: Washington Dulles International",2014,169
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,262
JFK,"New York, NY: John F. Kennedy International",2014,326
LAS,"Las Vegas, NV: McCarran International",2014,75
LAX,"Los Angeles, CA: Los Angeles International",2014,208
LGA,"New York, NY: LaGuardia",2014,530
MCO,"Orlando, FL: Orlando International",2014,102
MDW,"Chicago, IL: Chicago Midway International",2014,62
MIA,"Miami, FL: Miami International",2014,59
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,78
ORD,"Chicago, IL: Chicago O'Hare International",2014,526
PDX,"Portland, OR: Portland International",2014,18
PHL,"Philadelphia, PA: Philadelphia International",2014,113
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,178
SAN,"San Diego, CA: San Diego International",2014,76
SEA,"Seattle, WA: Seattle/Tacoma International",2014,34
SFO,"San Francisco, CA: San Francisco International",2014,405
SLC,"Salt Lake City, UT: Salt Lake City International",2014,36
TPA,"Tampa, FL: Tampa International",2014,31
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,287
BOS,"Boston, MA: Logan International",2014,65
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,26
CLT,"Charlotte, NC: Charlotte Douglas International",2014,56
DCA,"Washington, DC: Ronald Reagan Washington National",2014,73
DEN,"Denver, CO: Denver International",2014,205
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,458
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,58
EWR,"Newark, NJ: Newark Liberty International",2014,148
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,19
IAD,"Washington, DC: Washington Dulles International",2014,51
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,117
JFK,"New York, NY: John F. Kennedy International",2014,54
LAS,"Las Vegas, NV: McCarran International",2014,45
LAX,"Los Angeles, CA: Los Angeles International",2014,156
LGA,"New York, NY: LaGuardia",2014,208
MCO,"Orlando, FL: Orlando International",2014,31
MDW,"Chicago, IL: Chicago Midway International",2014,25
MIA,"Miami, FL: Miami International",2014,45
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,47
ORD,"Chicago, IL: Chicago O'Hare International",2014,951
PDX,"Portland, OR: Portland International",2014,23
PHL,"Philadelphia, PA: Philadelphia International",2014,29
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,104
SAN,"San Diego, CA: San Diego International",2014,45
SEA,"Seattle, WA: Seattle/Tacoma International",2014,43
SFO,"San Francisco, CA: San Francisco International",2014,266
SLC,"Salt Lake City, UT: Salt Lake City International",2014,47
TPA,"Tampa, FL: Tampa International",2014,19
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,136
BOS,"Boston, MA: Logan International",2014,69
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,44
CLT,"Charlotte, NC: Charlotte Douglas International",2014,61
DCA,"Washington, DC: Ronald Reagan Washington National",2014,82
DEN,"Denver, CO: Denver International",2014,111
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,195
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,87
EWR,"Newark, NJ: Newark Liberty International",2014,107
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,18
IAD,"Washington, DC: Washington Dulles International",2014,46
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,201
JFK,"New York, NY: John F. Kennedy International",2014,43
LAS,"Las Vegas, NV: McCarran International",2014,56
LAX,"Los Angeles, CA: Los Angeles International",2014,133
LGA,"New York, NY: LaGuardia",2014,124
MCO,"Orlando, FL: Orlando International",2014,32
MDW,"Chicago, IL: Chicago Midway International",2014,334
MIA,"Miami, FL: Miami International",2014,26
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,81
ORD,"Chicago, IL: Chicago O'Hare International",2014,1780
PDX,"Portland, OR: Portland International",2014,16
PHL,"Philadelphia, PA: Philadelphia International",2014,38
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,100
SAN,"San Diego, CA: San Diego International",2014,48
SEA,"Seattle, WA: Seattle/Tacoma International",2014,25
SFO,"San Francisco, CA: San Francisco International",2014,200
SLC,"Salt Lake City, UT: Salt Lake City International",2014,31
TPA,"Tampa, FL: Tampa International",2014,21
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,84
BOS,"Boston, MA: Logan International",2014,82
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,23
CLT,"Charlotte, NC: Charlotte Douglas International",2014,55
DCA,"Washington, DC: Ronald Reagan Washington National",2014,70
DEN,"Denver, CO: Denver International",2014,80
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,498
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,55
EWR,"Newark, NJ: Newark Liberty International",2014,49
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,8
IAD,"Washington, DC: Washington Dulles International",2014,27
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,191
JFK,"New York, NY: John F. Kennedy International",2014,30
LAS,"Las Vegas, NV: McCarran International",2014,36
LAX,"Los Angeles, CA: Los Angeles International",2014,114
LGA,"New York, NY: LaGuardia",2014,148
MCO,"Orlando, FL: Orlando International",2014,17
MDW,"Chicago, IL: Chicago Midway International",2014,169
MIA,"Miami, FL: Miami International",2014,33
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,40
ORD,"Chicago, IL: Chicago O'Hare International",2014,1000
PDX,"Portland, OR: Portland International",2014,7
PHL,"Philadelphia, PA: Philadelphia International",2014,32
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",2014,78
SAN,"San Diego, CA: San Diego International",2014,48
SEA,"Seattle, WA: Seattle/Tacoma International",2014,26
SFO,"San Francisco, CA: San Francisco International",2014,180
SLC,"Salt Lake City, UT: Salt Lake City International",2014,25
TPA,"Tampa, FL: Tampa International",2014,9
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,47
BOS,"Boston, MA: Logan International",2014,51
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,54
CLT,"Charlotte, NC: Charlotte Douglas International",2014,63
DCA,"Washington, DC: Ronald Reagan Washington National",2014,67
DEN,"Denver, CO: Denver International",2014,172
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,330
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,68
EWR,"Newark, NJ: Newark Liberty International",2014,124
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",2014,28
IAD,"Washington, DC: Washington Dulles International",2014,32
IAH,"Houston, TX: George Bush Intercontinental/Houston",2014,71
JFK,"New York, NY: John F. Kennedy International",2014,50
LAS,"Las Vegas, NV: McCarran International",2014,29
LAX,"Los Angeles, CA: Los Angeles International",2014,131
LGA,"New York, NY: LaGuardia",2014,209
MCO,"Orlando, FL: Orlando International",2014,40
MDW,"Chicago, IL: Chicago Midway International",2014,42
MIA,"Miami, FL: Miami International",2014,24
MSP,"Minneapolis, MN: Minneapolis-St Paul International",2014,109
ORD,"Chicago, IL: Chicago O'Hare International",2014,438
PDX,"Portland, OR: Portland International",2014,16
PHL,"Philadelphia, PA: Philadelphia International",2014,34
SAN,"San Diego, CA: San Diego International",2014,44
SEA,"Seattle, WA: Seattle/Tacoma International",2014,25
SFO,"San Francisco, CA: San Francisco International",2014,257
SLC,"Salt Lake City, UT: Salt Lake City International",2014,55
TPA,"Tampa, FL: Tampa International",2014,25
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2014,116
BOS,"Boston, MA: Logan International",2014,44
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",2014,34
CLT,"Charlotte, NC: Charlotte Douglas International",2014,43
DCA,"Washington, DC: Ronald Reagan Washington National",2014,66
DEN,"Denver, CO: Denver International",2014,343
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2014,700
DTW,"Detroit, MI: Detroit Metro Wayne County",2014,78
EWR,"Newark, NJ: Newark Liberty International",2014,143
